,Date,StationaryTestID2,IMEI,Pingtime,ultime,dltime,motime,mttime,totaltime
64,20170711,null_null_20170711_103000,351881060829189,84.0,187,207.0,105.0,7,590.0
65,20170710,DF_CdDeMexico_20170710_163236,351881063972614,145.0,185,206.0,104.0,7,647.0
66,20170710,DF_CdDeMexico_20170710_163237,357536062361250,84.0,187,167.0,118.0,7,563.0
67,20170710,DF_CdDeMexico_20170710_161857,351881067951929,83.0,188,206.0,103.0,7,587.0
68,20170710,DF_CdDeMexico_20170710_160842,357536062361250,84.0,188,208.0,118.0,7,605.0
69,20170710,DF_CdDeMexico_20170710_160628,351881065933176,84.0,190,208.0,131.0,7,620.0
70,20170710,DF_CdDeMexico_20170710_155037,351881063972614,84.0,186,205.0,105.0,7,587.0
71,20170710,DF_CdDeMexico_20170710_154603,351881067951929,84.0,187,208.0,105.0,7,591.0
72,20170710,DF_CdDeMexico_20170710_150902,351881065933176,84.0,187,208.0,129.0,7,615.0
73,20170710,null_null_20170710_150317,351881065523803,84.0,188,171.0,104.0,7,554.0
74,20170710,DF_CdDeMexico_20170710_145012,357536062361250,86.0,187,209.0,90.0,7,579.0
75,20170710,DF_CdDeMexico_20170710_145014,351881063972614,84.0,185,208.0,105.0,7,589.0
76,20170710,DF_CdDeMexico_20170710_134642,351881065933176,83.0,189,211.0,119.0,7,609.0
77,20170710,DF_CdDeMexico_20170710_132934,351881067951929,83.0,186,206.0,105.0,7,587.0
78,20170710,DF_CdDeMexico_20170710_132934,351881065933176,84.0,188,210.0,91.0,7,580.0
79,20170710,DF_CdDeMexico_20170710_130112,357536062361250,85.0,188,212.0,120.0,7,612.0
80,20170710,DF_CdDeMexico_20170710_130114,351881063972614,85.0,186,207.0,105.0,7,590.0
81,20170708,Peninsula_CAMPECHE_20170708_110425,351881063239535,83.0,188,180.0,118.0,7,576.0
82,20170708,Peninsula_CAMPECHE_20170708_105009,351881063239535,84.0,187,209.0,118.0,7,605.0
83,20170708,Peninsula_CAMPECHE_20170708_103538,351881063239535,84.0,186,167.0,118.0,7,562.0
84,20170707,DF_CdDeMexico_20170707_200757,357536062361250,153.0,188,206.0,119.0,7,673.0
85,20170707,DF_CdDeMexico_20170707_193155,357536062361250,84.0,187,85.0,119.0,7,482.0
86,20170707,DF_CdDeMexico_20170707_181114,357536062361250,86.0,189,87.0,121.0,7,490.0
87,20170707,DF_CdDeMexico_20170707_175244,357536062361250,85.0,188,87.0,120.0,7,487.0
88,20170707,DF_CdDeMexico_20170707_174448,351881063972614,83.0,185,86.0,105.0,7,466.0
89,20170707,DF_CdDeMexico_20170707_154834,357536062361250,84.0,188,207.0,118.0,7,604.0
90,20170707,DF_CdDeMexico_20170707_154834,351881063972614,85.0,187,209.0,106.0,7,594.0
91,20170707,DF_CdDeMexico_20170707_153008,357536062361250,83.0,188,168.0,118.0,7,564.0
92,20170707,DF_CdDeMexico_20170707_152506,351881063972614,83.0,190,180.0,104.0,7,564.0
93,20170707,North_Matamoros_20170707_144344,351881061798391,83.0,189,192.0,105.0,7,576.0
94,20170707,DF_CdDeMexico_20170707_143745,351881065933176,83.0,186,209.0,118.0,7,603.0
95,20170707,DF_CdDeMexico_20170707_143743,351881067951929,84.0,186,208.0,105.0,7,590.0
96,20170707,North_Matamoros_20170707_143200,351881060569751,84.0,188,212.0,119.0,7,610.0
97,20170707,North_Matamoros_20170707_140200,351881060569751,84.0,189,212.0,119.0,7,611.0
98,20170707,North_Matamoros_20170707_140200,351881061798391,84.0,186,210.0,105.0,7,592.0
99,20170707,DF_CdDeMexico_20170707_135202,351881067951929,84.0,186,208.0,106.0,7,591.0
100,20170707,DF_CdDeMexico_20170707_135204,351881065933176,84.0,188,210.0,117.0,7,606.0
101,20170707,DF_CdDeMexico_20170707_133549,351881065933176,83.0,187,166.0,119.0,7,562.0
102,20170707,DF_CdDeMexico_20170707_132322,351881067951929,83.0,186,208.0,105.0,7,589.0
103,20170707,DF_CdDeMexico_20170707_132232,351881065933176,83.0,187,209.0,117.0,7,603.0
104,20170707,North_Matamoros_20170707_120456,351881060569751,83.0,186,209.0,118.0,7,603.0
105,20170707,North_Matamoros_20170707_120457,351881061798391,83.0,187,210.0,104.0,7,591.0
106,20170706,North_HWMonterryNuevoLaredo_20170706_153525,351881060569751,84.0,185,226.0,119.0,7,621.0
107,20170706,North_HWMonterryNuevoLaredo_20170706_152114,351881061798391,83.0,188,193.0,105.0,7,576.0
108,20170706,North_HWMonterryNuevoLaredo_20170706_142854,351881061798391,84.0,188,202.0,106.0,7,587.0
109,20170706,North_HWMonterryNuevoLaredo_20170706_140730,351881060569751,83.0,189,229.0,119.0,7,627.0
110,20170706,DF_Toluca_20170706_130000,353300068466611,84.0,188,215.0,104.0,7,598.0
111,20170706,DF_Toluca_20170706_125927,353682060324843,87.0,190,219.0,106.0,7,609.0
112,20170706,DF_CdDeMexico_20170706_123655,351881063972614,83.0,187,196.0,105.0,7,578.0
113,20170706,North_HWMonterryNuevoLaredo_20170706_122715,351881060569751,83.0,185,206.0,118.0,7,599.0
114,20170706,North_HWMonterryNuevoLaredo_20170706_122715,351881061798391,83.0,187,206.0,105.0,7,588.0
115,20170706,North_HWMonterryNuevoLaredo_20170706_120657,351881061798391,84.0,186,180.0,106.0,7,563.0
116,20170706,DF_CdDeMexico_20170706_120428,357536062361250,84.0,186,209.0,118.0,7,604.0
117,20170706,DF_CdDeMexico_20170706_120447,351881063972614,84.0,130,208.0,104.0,7,533.0
118,20170706,North_HWMonterryNuevoLaredo_20170706_105843,351881061798391,84.0,187,214.0,118.0,7,610.0
119,20170706,North_HWFresnilloDurango_20170706_082442,351881065618595,85.0,187,211.0,104.0,7,594.0
120,20170706,North_HWFresnilloDurango_20170706_082440,353300064377390,86.0,187,211.0,105.0,7,596.0
121,20170706,North_HWFresnilloDurango_20170706_075508,351881065618595,84.0,186,207.0,97.0,7,581.0
122,20170706,North_HWFresnilloDurango_20170706_074409,353300064377390,85.0,188,210.0,106.0,7,596.0
123,20170705,null_null_20170705_145334,353300068445474,87.0,187,210.0,118.0,7,609.0
124,20170705,Pacific_Leon_20170705_125032,351881066245752,84.0,188,171.0,106.0,7,556.0
125,20170705,Pacific_Leon_20170705_124426,351881066090638,83.0,188,210.0,105.0,7,593.0
126,20170705,Pacific_Leon_20170705_113548,351881066090638,84.0,188,209.0,118.0,7,606.0
127,20170705,Pacific_Leon_20170705_113603,351881066245752,84.0,187,212.0,105.0,7,595.0
128,20170705,Pacific_Leon_20170705_103744,351881066245752,84.0,188,217.0,138.0,7,634.0
129,20170705,Pacific_Leon_20170705_103653,351881066090638,84.0,186,173.0,104.0,7,554.0
130,20170704,DF_CdDeMexico_20170704_193331,353300064111724,84.0,187,191.0,104.0,7,573.0
131,20170704,DF_CdDeMexico_20170704_193203,351881063090979,84.0,187,208.0,113.0,7,599.0
132,20170704,DF_CdDeMexico_20170704_183907,351881063090979,83.0,187,193.0,98.0,7,568.0
133,20170704,DF_CdDeMexico_20170704_183809,353300064111724,83.0,187,206.0,104.0,7,587.0
134,20170704,Peninsula_CAMPECHE_20170704_180748,351881063239535,83.0,187,207.0,120.0,7,604.0
135,20170704,Peninsula_CAMPECHE_20170704_175417,351881063239535,84.0,187,163.0,119.0,7,560.0
136,20170704,Peninsula_CAMPECHE_20170704_174121,351881063239535,84.0,187,162.0,118.0,7,558.0
137,20170704,DF_CdDeMexico_20170704_173738,353300064111724,87.0,187,207.0,111.0,7,599.0
138,20170704,DF_CdDeMexico_20170704_173611,351881063090979,83.0,187,210.0,109.0,7,596.0
139,20170704,DF_CdDeMexico_20170704_154032,351881066090638,83.0,186,207.0,107.0,7,590.0
140,20170704,DF_CdDeMexico_20170704_153951,353682062749146,83.0,185,209.0,119.0,7,603.0
141,20170704,DF_CdDeMexico_20170704_142221,351881066090638,146.0,186,213.0,105.0,7,657.0
142,20170704,DF_CdDeMexico_20170704_142209,353682062749146,144.0,186,211.0,119.0,7,667.0
143,20170704,DF_CdDeMexico_20170704_140743,353682062749146,83.0,188,212.0,118.0,7,608.0
144,20170704,DF_CdDeMexico_20170704_140643,351881066090638,83.0,187,217.0,104.0,7,598.0
145,20170704,null_null_20170704_103730,353683062441874,84.0,186,207.0,119.0,7,603.0
146,20170704,Pacific_Celaya_20170704_101408,351881065618595,84.0,188,167.0,119.0,7,565.0
147,20170704,Pacific_Celaya_20170704_095748,353300064377390,84.0,186,181.0,95.0,7,553.0
148,20170704,Pacific_Celaya_20170704_085204,353683062082843,87.0,188,210.0,160.0,7,652.0
149,20170704,Pacific_Celaya_20170704_082631,353300064377390,84.0,186,209.0,94.0,7,580.0
150,20170704,Pacific_Celaya_20170704_075456,353683062082843,85.0,186,209.0,97.0,7,584.0
151,20170704,Pacific_Celaya_20170704_075455,353300064377390,85.0,186,209.0,99.0,7,586.0
152,20170703,Pacific_Celaya_20170703_161353,351881065618595,84.0,189,168.0,105.0,7,553.0
153,20170703,Pacific_Celaya_20170703_155810,353300064377390,83.0,187,183.0,106.0,7,566.0
154,20170703,Pacific_Celaya_20170703_151348,353300064377390,89.0,187,186.0,106.0,7,575.0
155,20170703,Pacific_Celaya_20170703_144704,351881065618595,88.0,190,167.0,120.0,7,572.0
156,20170703,Pacific_Celaya_20170703_140137,351881065618595,85.0,188,191.0,119.0,7,590.0
157,20170703,Pacific_Celaya_20170703_134304,353300064377390,85.0,187,213.0,105.0,7,597.0
158,20170703,Pacific_Celaya_20170703_122341,353683062082843,84.0,187,171.0,119.0,7,568.0
159,20170703,Pacific_Celaya_20170703_120025,353300064377390,84.0,187,180.0,98.0,7,556.0
160,20170703,Pacific_Celaya_20170703_112056,353300064377390,87.0,187,215.0,102.0,7,598.0
161,20170703,Pacific_Celaya_20170703_112056,351881065618595,85.0,189,221.0,95.0,7,597.0
162,20170703,DF_CdDeMexico_20170703_110854,353682062749146,85.0,189,198.0,57.0,7,536.0
163,20170703,Pacific_Celaya_20170703_105918,351881065618595,84.0,187,175.0,119.0,7,572.0
164,20170703,Pacific_Celaya_20170703_104406,353300064377390,83.0,187,178.0,105.0,7,560.0
165,20170701,North_Monclova_20170701_193415,353300068466611,83.0,188,210.0,105.0,7,593.0
166,20170701,North_Monclova_20170701_193349,353682060324843,84.0,188,210.0,119.0,7,608.0
167,20170701,North_Monclova_20170701_183257,353682060324843,84.0,188,187.0,106.0,7,572.0
168,20170701,North_Monclova_20170701_182347,353300068466611,89.0,188,178.0,105.0,7,567.0
169,20170701,North_Monclova_20170701_175817,353300068466611,84.0,188,190.0,106.0,7,575.0
170,20170701,North_Monclova_20170701_172635,353682060324843,83.0,188,209.0,119.0,7,606.0
171,20170630,Gulf_Coatzacoalcos_20170630_182134,353300068531752,84.0,185,163.0,90.0,7,529.0
172,20170630,North_Matamoros_20170630_170013,351881063090979,88.0,187,204.0,110.0,7,596.0
173,20170630,North_Matamoros_20170630_165919,353300064111724,84.0,186,209.0,106.0,7,592.0
174,20170630,DF_CdDeMexico_20170630_123944,353682062749146,83.0,186,212.0,119.0,7,607.0
175,20170630,DF_CdDeMexico_20170630_123842,351881066090638,83.0,187,208.0,103.0,7,588.0
176,20170630,DF_CdDeMexico_20170630_121147,353682062749146,84.0,187,200.0,119.0,7,597.0
177,20170630,DF_CdDeMexico_20170630_120815,351881066090638,84.0,188,211.0,105.0,7,595.0
178,20170630,DF_CdDeMexico_20170630_105851,353682062749146,83.0,186,207.0,118.0,7,601.0
179,20170630,DF_CdDeMexico_20170630_105905,351881066090638,83.0,186,208.0,104.0,7,588.0
180,20170629,Gulf_Veracruz_20170629_181844,353300066446813,85.0,187,205.0,120.0,7,604.0
181,20170629,Gulf_Veracruz_20170629_181849,351881067882157,86.0,185,206.0,105.0,7,589.0
182,20170629,Gulf_Veracruz_20170629_160448,351881067882157,86.0,185,208.0,104.0,7,590.0
183,20170629,Gulf_Veracruz_20170629_160448,353300066446813,84.0,185,212.0,119.0,7,607.0
184,20170629,Gulf_Veracruz_20170629_140954,353300066446813,87.0,185,206.0,119.0,7,604.0
185,20170629,Gulf_Veracruz_20170629_140057,351881067882157,150.0,184,208.0,104.0,7,653.0
186,20170629,DF_CdDeMexico_20170629_131944,353682062749146,84.0,186,222.0,119.0,7,618.0
187,20170629,DF_CdDeMexico_20170629_131932,351881066090638,84.0,188,232.0,105.0,7,616.0
188,20170629,DF_CdDeMexico_20170629_125947,353682062749146,86.0,188,230.0,121.0,7,632.0
189,20170629,DF_CdDeMexico_20170629_130005,351881066090638,88.0,190,216.0,108.0,7,609.0
190,20170629,DF_CdDeMexico_20170629_125801,353300064111724,84.0,188,210.0,105.0,7,594.0
191,20170629,DF_CdDeMexico_20170629_125730,351881063090979,84.0,187,210.0,96.0,7,584.0
192,20170629,DF_CdDeMexico_20170629_124436,353682062749146,86.0,191,226.0,122.0,7,632.0
193,20170629,DF_CdDeMexico_20170629_124359,351881066090638,88.0,192,217.0,106.0,7,610.0
194,20170629,DF_CdDeMexico_20170629_124129,353300064111724,84.0,189,209.0,105.0,7,594.0
195,20170629,DF_CdDeMexico_20170629_123915,351881063090979,84.0,189,175.0,96.0,7,551.0
196,20170629,Pacific_HWAguascalientesZacatecas_20170629_122752,351881065618595,86.0,186,211.0,105.0,7,595.0
197,20170629,Pacific_HWAguascalientesZacatecas_20170629_122751,351881063997322,86.0,186,214.0,100.0,7,593.0
198,20170629,DF_CdDeMexico_20170629_120706,351881063090979,89.0,188,208.0,119.0,7,611.0
199,20170629,DF_CdDeMexico_20170629_115518,353300064111724,83.0,190,188.0,105.0,7,573.0
200,20170629,DF_CdDeMexico_20170629_083316,353682062749146,84.0,187,194.0,119.0,7,591.0
201,20170629,DF_CdDeMexico_20170629_083210,351881066090638,86.0,188,209.0,106.0,7,596.0
202,20170629,DF_CdDeMexico_20170629_074413,353682062749146,83.0,188,210.0,118.0,7,606.0
203,20170629,DF_CdDeMexico_20170629_074347,351881066090638,85.0,188,212.0,106.0,7,598.0
204,20170629,DF_Pachuca_20170629_055251,353682060677083,83.0,186,196.0,105.0,7,577.0
205,20170629,DF_Pachuca_20170629_053439,353682061642599,83.0,187,209.0,118.0,7,604.0
206,20170629,DF_Pachuca_20170629_045650,353682060677083,83.0,185,179.0,106.0,7,560.0
207,20170629,DF_Pachuca_20170629_044541,353682061642599,85.0,185,208.0,119.0,7,604.0
208,20170628,DF_Pachuca_20170628_180435,353682060677083,83.0,186,205.0,105.0,7,586.0
209,20170628,DF_Pachuca_20170628_174640,353682061642599,84.0,186,209.0,119.0,7,605.0
210,20170628,DF_Pachuca_20170628_174644,353682060677083,84.0,186,206.0,105.0,7,588.0
211,20170628,DF_CdDeMexico_20170628_142636,353682062749146,86.0,187,178.0,119.0,7,577.0
212,20170628,DF_CdDeMexico_20170628_134906,351881066090638,84.0,187,212.0,118.0,7,608.0
213,20170628,Peninsula_Chiapas_20170628_134149,353300068445474,83.0,188,174.0,120.0,7,572.0
214,20170628,DF_CdDeMexico_20170628_130753,351881066090638,84.0,194,222.0,119.0,7,626.0
215,20170628,Pacific_HWMoroleonValledeSantiago_20170628_130728,353683062082843,85.0,186,209.0,97.0,7,584.0
216,20170628,Pacific_HWMoroleonValledeSantiago_20170628_130727,353300064377390,85.0,185,212.0,98.0,7,587.0
217,20170628,DF_CdDeMexico_20170628_125156,353682062749146,84.0,153,211.0,105.0,7,560.0
218,20170628,Pacific_HWMoroleonValledeSantiago_20170628_122933,353300064377390,83.0,186,209.0,95.0,7,580.0
219,20170628,Pacific_HWMoroleonValledeSantiago_20170628_122847,353683062082843,87.0,187,212.0,111.0,7,604.0
220,20170628,DF_CdDeMexico_20170628_120445,353682062749146,83.0,145,226.0,105.0,7,566.0
221,20170628,DF_CdDeMexico_20170628_115222,353682062749146,83.0,114,90.0,105.0,7,399.0
222,20170628,DF_CdDeMexico_20170628_113817,351881066090638,84.0,189,184.0,118.0,7,582.0
223,20170628,DF_CdDeMexico_20170628_113830,353682062749146,83.0,116,86.0,274.0,7,566.0
224,20170628,Pacific_HWMoreliaAcambaro_20170628_104342,353300064377390,145.0,186,200.0,101.0,7,639.0
225,20170628,Pacific_HWMoreliaAcambaro_20170628_104342,353683062082843,85.0,185,213.0,119.0,7,609.0
226,20170628,Pacific_HWMoreliaAcambaro_20170628_101543,353300064377390,90.0,187,219.0,106.0,7,609.0
227,20170628,Pacific_HWMoreliaAcambaro_20170628_101544,353683062082843,84.0,185,216.0,114.0,7,606.0
228,20170628,Pacific_HWMoreliaAcambaro_20170628_094945,353683062082843,87.0,187,211.0,120.0,7,612.0
229,20170628,Pacific_HWMoreliaAcambaro_20170628_094859,353300064377390,84.0,185,200.0,96.0,7,572.0
230,20170627,DF_CdDeMexico_20170627_155651,351881063311789,82.0,186,182.0,105.0,7,562.0
231,20170627,DF_CdDeMexico_20170627_155436,353683060724495,84.0,186,212.0,118.0,7,607.0
232,20170627,DF_CdDeMexico_20170627_150016,353682062749146,84.0,188,190.0,105.0,7,574.0
233,20170627,DF_CdDeMexico_20170627_145833,351881066090638,84.0,192,185.0,119.0,7,587.0
234,20170627,DF_CdDeMexico_20170627_143503,351881063311789,84.0,185,202.0,105.0,7,583.0
235,20170627,DF_CdDeMexico_20170627_143417,353683060724495,83.0,187,189.0,119.0,7,585.0
236,20170627,DF_CdDeMexico_20170627_135747,353682062749146,84.0,188,215.0,105.0,7,599.0
237,20170627,DF_CdDeMexico_20170627_135608,351881066090638,84.0,192,216.0,118.0,7,617.0
238,20170627,DF_CdDeMexico_20170627_124347,351881063311789,85.0,186,206.0,104.0,7,588.0
239,20170627,DF_CdDeMexico_20170627_124036,353683060724495,84.0,186,165.0,119.0,7,561.0
240,20170627,DF_CdDeMexico_20170627_120946,353682062749146,83.0,189,223.0,105.0,7,607.0
241,20170627,DF_CdDeMexico_20170627_115531,351881066090638,84.0,189,213.0,119.0,7,612.0
242,20170627,DF_CdDeMexico_20170627_115512,353682062749146,85.0,189,220.0,92.0,7,593.0
243,20170627,null_null_20170627_110535,351881061838460,84.0,187,207.0,119.0,7,604.0
244,20170627,Pacific_HWLeonSilao_20170627_110530,353300064377390,84.0,186,174.0,104.0,7,555.0
245,20170626,Pacific_Leon_20170626_182037,351881065618595,89.0,185,199.0,105.0,7,585.0
246,20170626,Pacific_Leon_20170626_181515,353300064377390,86.0,185,182.0,105.0,7,565.0
247,20170626,Pacific_Leon_20170626_124133,353300064111724,83.0,189,208.0,104.0,7,591.0
248,20170626,Pacific_Leon_20170626_124028,351881063090979,84.0,188,210.0,96.0,7,585.0
249,20170626,Pacific_Leon_20170626_121304,353300064111724,88.0,187,214.0,105.0,7,601.0
250,20170626,Pacific_Leon_20170626_120931,351881063090979,85.0,188,211.0,98.0,7,589.0
251,20170626,Pacific_Leon_20170626_114853,351881063090979,84.0,187,206.0,119.0,7,603.0
252,20170626,Pacific_Leon_20170626_114757,353300064111724,84.0,186,208.0,105.0,7,590.0
253,20170626,Pacific_HWLeonSilao_20170626_105236,351881065618595,86.0,186,185.0,106.0,7,570.0
254,20170624,Gulf_Cuernavaca_20170624_124844,353682060677083,84.0,187,216.0,105.0,7,599.0
255,20170624,Gulf_Cuernavaca_20170624_124839,353682061642599,84.0,187,209.0,118.0,7,605.0
256,20170624,Gulf_Cuernavaca_20170624_121855,353682060677083,148.0,188,214.0,106.0,7,663.0
257,20170624,Gulf_Cuernavaca_20170624_121844,353682061642599,84.0,187,165.0,118.0,7,561.0
258,20170624,Gulf_Cuernavaca_20170624_112921,353682061642599,83.0,188,208.0,118.0,7,604.0
259,20170624,Gulf_Cuernavaca_20170624_112924,353682060677083,84.0,187,209.0,104.0,7,591.0
260,20170624,Pacific_Celaya_20170624_103942,353300064377390,88.0,188,185.0,102.0,7,570.0
261,20170624,Pacific_Celaya_20170624_100639,353300064377390,85.0,186,198.0,99.0,7,575.0
262,20170624,Pacific_Celaya_20170624_094531,353683062082843,85.0,88,98.0,101.0,7,379.0
263,20170624,Pacific_Celaya_20170624_092344,353300064377390,89.0,187,165.0,120.0,7,568.0
264,20170624,Pacific_Celaya_20170624_085828,353683062082843,84.0,187,180.0,105.0,7,563.0
265,20170624,Pacific_Celaya_20170624_083841,353300064377390,84.0,188,168.0,118.0,7,565.0
266,20170623,DF_CdDeMexico_20170623_164355,353682061629216,82.0,183,219.0,101.0,7,592.0
267,20170623,DF_CdDeMexico_20170623_160724,353683061087264,83.0,182,205.0,117.0,7,594.0
268,20170623,DF_CdDeMexico_20170623_153235,353683061087264,82.0,183,175.0,118.0,7,565.0
269,20170623,DF_CdDeMexico_20170623_151015,353682061629216,82.0,183,218.0,103.0,7,593.0
270,20170623,DF_CdDeMexico_20170623_143657,351881067951929,86.0,186,208.0,118.0,7,605.0
271,20170623,DF_CdDeMexico_20170623_141517,351881065933176,84.0,187,208.0,106.0,7,592.0
272,20170623,DF_CdDeMexico_20170623_130943,351881067951929,83.0,188,208.0,118.0,7,604.0
273,20170623,DF_CdDeMexico_20170623_130945,351881065933176,83.0,186,209.0,103.0,7,588.0
274,20170623,DF_CdDeMexico_20170623_124020,353683061087264,83.0,182,205.0,116.0,7,593.0
275,20170623,DF_CdDeMexico_20170623_123930,353682061629216,83.0,182,205.0,103.0,7,580.0
