,Date,StationaryTestID,IMEI,EARFCN,ULSpeed,DLSpeed,PingSpeed,PULColor,PDLColor,PINGColor,MOColor,MTColor,Pingtime,ultime,dltime,motime,Latitude,Longitude,sector_id,unique_id,site,rsrp,rsrq,sinr,pci,SINRColor,RSRPColor,RSRQColor
31,20171107,2_DALLAS_20171107_115542,3.58165E+14,2300,0,0,NULL,RED,RED,NULL,NULL,NULL,,-61,,,32.9853509,-96.7138321,23001LDA002300,NULL,NULL,-59,-7,30,501,GREEN,GREEN,GREEN
32,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_113825,3.53682E+14,2435,9.8,27.04,75.5,GREEN,GREEN,RED,GREEN,GREEN,83,188,219,118,19.1882724,-96.1707219,24351VERVER0659,HVER0008,VERVER0659,-62,-7,29,61,GREEN,GREEN,GREEN
33,20171107,null_null_20171107_113539,3.58165E+14,444,0,0,69.9,GREEN,GREEN,RED,RED,RED,82,63,62,92,32.9853509,-96.7138321,NA,NULL,NULL,333,111,555,777,GREEN,GREEN,GREEN
34,20171107,DF_HWBatch7NEXIUS_20171107_113455,3.533E+14,2250,45.15,16.67,72.2,GREEN,RED,RED,GREEN,GREEN,84,186,214,115,18.9648959,-99.6415045,22501LTEN0005,TOL9002,LTEN0005,-69,-7,23,184,GREEN,GREEN,GREEN
35,20171107,DF_HWBatch7NEXIUS_20171107_113454,3.53682E+14,2250,31.37,11.34,64.2,GREEN,RED,RED,GREEN,GREEN,84,185,208,120,18.9648672,-99.6415483,22501LTEN0005,TOL9002,LTEN0005,-69,-7,30,184,GREEN,GREEN,GREEN
36,20171107,Pacific_Aguascalientes_20171107_113106,3.58318E+14,2435,9.92,24.13,52,GREEN,GREEN,GREEN,GREEN,GREEN,83,188,212,119,21.8961909,-102.2864667,24353AGUAGU1653,AGS6043,AGUAGU1653,-64,-7,23,185,GREEN,GREEN,GREEN
37,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_112640,3.51881E+14,2435,11.17,22.6,73.4,GREEN,GREEN,RED,GREEN,GREEN,87,188,218,99,19.1364311,-96.1523114,24353VERVER0685,VER7130,VERVER0685,-88,-9,15,125,RED,YELLOW,GREEN
38,20171107,Pacific_HWAcaponetaTepic_20171107_112333,3.53682E+14,2250,49.06,22.38,71.1,GREEN,RED,RED,GREEN,GREEN,84,187,210,120,21.5582932,-104.9660609,22503LTEP0034,NAY5017,LTEP0034,-82,-7,18,301,YELLOW,GREEN,GREEN
39,20171107,Pacific_HWAcaponetaTepic_20171107_112308,3.53682E+14,2250,53.94,27.3,62.7,GREEN,RED,RED,GREEN,GREEN,83,188,211,118,21.5583012,-104.9660672,22503LTEP0034,NAY5017,LTEP0034,-76,-7,24,301,GREEN,GREEN,GREEN
40,20171107,Pacific_Jalisco_20171107_111644,3.533E+14,2435,7.18,22.57,73.6,YELLOW,GREEN,RED,GREEN,GREEN,85,190,219,107,20.6362533,-105.22695,24351JALPVA0846,JAL5012,JALPVA0846,-77,-6,27,402,GREEN,GREEN,GREEN
41,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_110838,3.51881E+14,2435,0,21.78,73.6,RED,GREEN,RED,GREEN,GREEN,85,109,87,97,19.1368075,-96.152448,24353VERVER0685,VER7130,VERVER0685,-90,-6,21,125,GREEN,YELLOW,GREEN
42,20171107,DF_Hidalgo_20171107_110708,3.51881E+14,2435,5.21,13.78,108,YELLOW,GREEN,RED,GREEN,GREEN,84,185,208,100,20.0449792,-99.2607652,24351HIDATI0006,HID9001,HIDATI0006,-72,-10,18,318,YELLOW,GREEN,GREEN
43,20171107,Pacific_Jalisco_20171107_110343,3.533E+14,2435,6.85,20.59,88.2,YELLOW,GREEN,RED,GREEN,GREEN,86,189,230,104,20.6363157,-105.2269809,24351JALPVA0846,JAL5012,JALPVA0846,-73,-10,20,402,GREEN,GREEN,GREEN
44,20171107,Pacific_Nayarit_20171107_105225,3.53683E+14,2435,9.26,21.45,75.4,GREEN,GREEN,RED,GREEN,GREEN,84,189,236,119,21.5263388,-104.8832243,24353NAYTPI1282,NAY5019,NAYTPI1282,-67,-7,23,272,GREEN,GREEN,GREEN
45,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_105102,3.53682E+14,2435,9.62,20.19,71.5,GREEN,GREEN,RED,GREEN,GREEN,83,188,212,118,19.1853171,-96.1738536,24352VERVER0659,HVER0008,VERVER0659,-73,-7,22,62,GREEN,GREEN,GREEN
46,20171107,Pacific_Guadalajara_20171107_105049,3.533E+14,2250,48.99,27.68,92.7,GREEN,RED,RED,GREEN,GREEN,86,186,177,119,20.6846142,-103.312692,22503JALGDL1951,JALGDL1951,JALGDL1951,-82,-8,22,347,GREEN,GREEN,GREEN
47,20171107,Pacific_Aguascalientes_20171107_104840,3.58318E+14,2435,0,17.63,56.3,RED,GREEN,GREEN,GREEN,GREEN,83,120,88,118,21.8961563,-102.2865454,24353AGUAGU1653,AGS6043,AGUAGU1653,-63,-8,20,185,GREEN,GREEN,GREEN
48,20171107,Pacific_Nayarit_20171107_104409,3.533E+14,2435,10.77,28.12,87.8,GREEN,GREEN,RED,GREEN,GREEN,84,187,209,119,20.7525553,-105.384145,24352NAYBAH1251,NAY5033,NAYBAH1251,-61,-7,23,252,GREEN,GREEN,GREEN
49,20171107,Pacific_Guadalajara_20171107_104056,3.53682E+14,2250,47.33,23.65,113,GREEN,RED,RED,GREEN,GREEN,84,187,193,118,20.6847856,-103.3127613,22503JALGDL1951,JALGDL1951,JALGDL1951,-88,-7,16,347,YELLOW,YELLOW,GREEN
50,20171107,Pacific_Nayarit_20171107_104029,3.57536E+14,2435,11.4,21.45,95.8,GREEN,GREEN,RED,GREEN,GREEN,83,188,214,119,20.7598659,-105.4683682,24352NAYBAH1244,HPTV0035,NAYBAH1244,-52,-8,30,278,GREEN,GREEN,GREEN
51,20171107,DF_Hidalgo_20171107_103824,3.51881E+14,2435,5.21,1.89,122,YELLOW,RED,RED,GREEN,GREEN,90,185,499,103,20.0397783,-99.2578862,24353HIDATI0006,HID9001,HIDATI0006,-73,-10,18,320,YELLOW,GREEN,GREEN
52,20171107,Pacific_Nayarit_20171107_103632,3.53683E+14,2435,9.73,22.36,69.3,GREEN,GREEN,RED,GREEN,GREEN,85,188,236,119,21.5250068,-104.8830346,24351NAYTPI1282,NAY5019,NAYTPI1282,-55,-6,30,271,GREEN,GREEN,GREEN
53,20171107,Pacific_Aguascalientes_20171107_102801,3.58318E+14,2435,0,17.99,47.5,RED,GREEN,GREEN,GREEN,GREEN,83,123,87,119,21.8960897,-102.2853255,24353AGUAGU1653,AGS6043,AGUAGU1653,-65,-7,16,185,YELLOW,GREEN,GREEN
54,20171107,Pacific_Nayarit_20171107_102525,3.57536E+14,2435,11.4,25.62,79.4,GREEN,GREEN,RED,GREEN,GREEN,84,188,216,119,20.7603066,-105.4682889,24351NAYBAH1244,HPTV0035,NAYBAH1244,-77,-7,21,276,GREEN,GREEN,GREEN
55,20171107,Pacific_Nayarit_20171107_102225,3.53683E+14,2435,10.6,22.21,77.5,GREEN,GREEN,RED,GREEN,GREEN,84,189,213,119,21.5229388,-104.8836478,24352NAYTPI1282,NAY5019,NAYTPI1282,-60,-7,23,270,GREEN,GREEN,GREEN
56,20171107,Pacific_Aguascalientes_20171107_101257,3.58318E+14,2435,11.35,29.28,51.2,GREEN,GREEN,GREEN,GREEN,GREEN,84,132,211,118,21.8960897,-102.2853255,24352AGUAGU1653,AGS6043,AGUAGU1653,-71,-6,29,184,GREEN,GREEN,GREEN
57,20171107,Pacific_Nayarit_20171107_101249,3.533E+14,2435,10.72,21.54,92,GREEN,GREEN,RED,GREEN,GREEN,83,188,212,119,20.7540776,-105.3841699,24353NAYBAH1251,NAY5033,NAYBAH1251,-69,-6,29,253,GREEN,GREEN,GREEN
58,20171107,DF_Hidalgo_20171107_101049,3.51881E+14,2435,5.21,8.92,71.4,YELLOW,YELLOW,RED,GREEN,GREEN,84,188,212,101,20.0271773,-99.2503744,24352HIDATI0006,HID9001,HIDATI0006,-76,-7,8,319,RED,GREEN,GREEN
59,20171107,Pacific_Jalisco_20171107_101031,3.533E+14,2435,9.96,24.86,81.1,GREEN,GREEN,RED,GREEN,GREEN,86,190,220,101,20.6509565,-105.2402797,24353JALPVA0837,HPTV0019,JALPVA0837,-71,-6,16,304,YELLOW,GREEN,GREEN
60,20171107,Pacific_Jalisco_20171107_095806,3.51881E+14,2435,9.43,18.78,106,GREEN,GREEN,RED,GREEN,GREEN,84,187,209,96,20.5512408,-105.2684205,24351JALPVA2428,HPTV0017,JALPVA2428,-77,-7,27,28,GREEN,GREEN,GREEN
61,20171107,Pacific_Aguascalientes_20171107_095757,3.58318E+14,2435,10.54,25.36,49.9,GREEN,GREEN,GREEN,GREEN,GREEN,87,187,211,120,21.8960897,-102.2853255,24351AGUAGU1653,AGS6043,AGUAGU1653,-65,-7,21,183,GREEN,GREEN,GREEN
62,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_095106,3.533E+14,2435,11.98,3.96,62.9,GREEN,RED,RED,GREEN,GREEN,83,186,210,118,19.174495,-96.130002,24351VERVER0670,HVER0066,VERVER0670,-72,-6,23,165,GREEN,GREEN,GREEN
63,20171107,Pacific_Jalisco_20171107_094852,3.533E+14,2435,10.2,20.96,80.5,GREEN,GREEN,RED,GREEN,GREEN,87,190,221,101,20.651754,-105.2388818,24351JALPVA0837,HPTV0019,JALPVA0837,-74,-6,23,303,GREEN,GREEN,GREEN
64,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_093917,3.51881E+14,2435,10.99,26.49,71.7,GREEN,GREEN,RED,GREEN,GREEN,87,189,213,100,18.1341106,-94.4250221,24353VERCTZ0526,VER7179,VERCTZ0526,-58,-7,30,62,GREEN,GREEN,GREEN
65,20171107,DF_Hidalgo_20171107_093814,3.51881E+14,2435,9.49,19.05,80.7,GREEN,GREEN,RED,GREEN,GREEN,84,188,212,117,20.0268698,-99.2504077,24352HIDATT0011,HTUL0006,HIDATT0011,-71,-8,23,217,GREEN,GREEN,GREEN
66,20171107,Pacific_Nayarit_20171107_093737,3.533E+14,2435,11.23,27.36,71.4,GREEN,GREEN,RED,GREEN,GREEN,83,187,212,118,20.7540432,-105.3841902,24351NAYBAH1251,NAY5033,NAYBAH1251,-63,-6,30,254,GREEN,GREEN,GREEN
67,20171107,Pacific_HWAcaponetaTepic_20171107_093622,3.53682E+14,2250,22.13,14.64,79.1,YELLOW,RED,RED,GREEN,GREEN,84,187,212,118,21.548352,-104.9506144,22502LTEP0034,NAY5017,LTEP0034,-74,-6,29,246,GREEN,GREEN,GREEN
68,20171107,Pacific_HWAcaponetaTepic_20171107_093442,3.53682E+14,2250,49.66,14.56,79.3,GREEN,RED,RED,GREEN,GREEN,83,186,180,119,21.5483004,-104.9508012,22502LTEP0034,NAY5017,LTEP0034,-82,-7,28,246,GREEN,GREEN,GREEN
69,20171107,Pacific_Jalisco_20171107_093412,3.533E+14,2435,9.37,22.69,86.5,GREEN,GREEN,RED,GREEN,GREEN,85,189,214,100,20.6533292,-105.2369733,24352JALPVA0837,HPTV0019,JALPVA0837,-83,-6,29,305,GREEN,GREEN,GREEN
70,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_093250,3.533E+14,2435,10.24,3.18,63.5,GREEN,RED,RED,GREEN,GREEN,84,186,211,100,19.1781902,-96.1320755,24352VERVER0670,HVER0066,VERVER0670,-56,-6,27,169,GREEN,GREEN,GREEN
71,20171107,Pacific_Nayarit_20171107_093015,3.57536E+14,2435,12.39,31.1,74,GREEN,GREEN,RED,GREEN,GREEN,84,189,226,120,20.759872,-105.4741484,24353NAYBAH1244,HPTV0035,NAYBAH1244,-75,-6,28,277,GREEN,GREEN,GREEN
72,20171107,Peninsula_QuintanaRoo_20171107_092627,3.51881E+14,2435,7.59,20.05,106,YELLOW,GREEN,RED,GREEN,GREEN,84,186,208,151,20.214886,-87.4582781,24353ROOSOL0806,HPDC0022,ROOSOL0806,-82,-6,30,53,GREEN,GREEN,GREEN
73,20171107,Pacific_Nayarit_20171107_092528,3.53683E+14,2435,11.17,23.27,84.9,GREEN,GREEN,RED,GREEN,GREEN,83,189,220,120,21.5188993,-104.9169659,24351NAYTPI1283,NAY5022,NAYTPI1283,-63,-6,23,20,GREEN,GREEN,GREEN
74,20171107,Pacific_Jalisco_20171107_092420,3.51881E+14,2435,10.94,27.21,75.6,GREEN,GREEN,RED,GREEN,GREEN,85,189,212,98,20.5609155,-105.2558761,24352JALPVA2428,HPTV0017,JALPVA2428,-84,-6,27,27,GREEN,GREEN,GREEN
75,20171107,DF_Hidalgo_20171107_090726,3.51881E+14,2435,10.65,17.7,66.8,GREEN,GREEN,RED,GREEN,GREEN,83,188,210,100,20.0268698,-99.2504077,24351HIDATT0011,HTUL0006,HIDATT0011,-83,-7,13,216,RED,GREEN,GREEN
76,20171107,Pacific_Aguascalientes_20171107_090436,3.58318E+14,2435,12.75,35.23,49,GREEN,GREEN,GREEN,GREEN,GREEN,84,187,212,118,21.9107092,-102.2920982,24353AGUAGU0011,AGS6012,AGUAGU0011,-76,-6,25,161,GREEN,GREEN,GREEN
77,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_090041,3.53682E+14,2435,10.7,3.92,63.8,GREEN,RED,RED,GREEN,GREEN,83,190,219,119,19.183037,-96.1635882,24351VERVER0671,HVER0072,VERVER0671,-68,-7,25,174,GREEN,GREEN,GREEN
78,20171107,Pacific_Nayarit_20171107_085514,3.53683E+14,2435,5.2,25.84,79.4,YELLOW,GREEN,RED,GREEN,GREEN,85,188,227,118,21.519155,-104.9197672,24352NAYTPI1283,NAY5022,NAYTPI1283,-57,-9,30,19,GREEN,GREEN,GREEN
79,20171107,Pacific_Guadalajara_20171107_085056,3.533E+14,2250,46.83,23.31,113,GREEN,RED,RED,GREEN,GREEN,86,189,209,118,20.6842153,-103.311666,22502JALGDL1951,JALGDL1951,JALGDL1951,-78,-7,20,346,GREEN,GREEN,GREEN
80,20171107,Pacific_Guadalajara_20171107_085009,3.533E+14,2250,48.25,28.27,113,GREEN,RED,RED,GREEN,GREEN,89,190,208,120,20.6842114,-103.311769,22502JALGDL1951,JALGDL1951,JALGDL1951,-72,-7,22,346,GREEN,GREEN,GREEN
81,20171107,DF_Hidalgo_20171107_084948,3.51881E+14,2435,12.41,18.75,65.5,GREEN,GREEN,RED,GREEN,GREEN,83,188,209,102,20.0268698,-99.2504077,24353HIDATT0011,HTUL0006,HIDATT0011,-68,-7,22,218,GREEN,GREEN,GREEN
82,20171107,Pacific_Aguascalientes_20171107_084919,3.58318E+14,2435,11.18,35.06,48.9,GREEN,GREEN,GREEN,GREEN,GREEN,84,188,211,119,21.9107092,-102.2920982,24352AGUAGU0011,AGS6012,AGUAGU0011,-64,-7,27,160,GREEN,GREEN,GREEN
83,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_084357,3.533E+14,2435,5.97,3.39,70.2,YELLOW,RED,RED,GREEN,GREEN,84,187,206,107,19.1784439,-96.1345742,24353VERVER0670,HVER0066,VERVER0670,-76,-8,29,170,GREEN,GREEN,GREEN
84,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_084020,3.53682E+14,2435,11.11,3.05,70.6,GREEN,RED,RED,GREEN,GREEN,84,188,214,120,19.1814901,-96.1627267,24352VERVER0671,HVER0072,VERVER0671,-81,-8,15,175,RED,GREEN,GREEN
85,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_083800,3.51881E+14,2435,48.55,20.42,64.6,GREEN,GREEN,RED,RED,RED,85,76,110,89,18.1343922,-94.4232265,24351VERCTZ0526,VER7179,VERCTZ0526,-71,-10,16,60,YELLOW,GREEN,GREEN
86,20171107,Pacific_Jalisco_20171107_083720,3.51881E+14,2435,9.43,22.42,76.4,GREEN,GREEN,RED,GREEN,GREEN,84,186,207,98,20.5887271,-105.2423769,24353JALPVA0851,JAL5248,JALPVA0851,-84,-7,30,121,GREEN,GREEN,GREEN
87,20171107,Peninsula_QuintanaRoo_20171107_083718,3.51881E+14,2435,10.08,15.42,86.4,GREEN,GREEN,RED,GREEN,GREEN,85,188,209,104,20.2132699,-87.4530417,24352ROOSOL0806,HPDC0022,ROOSOL0806,-69,-6,26,52,GREEN,GREEN,GREEN
88,20171107,Pacific_Jalisco_20171107_083638,3.533E+14,2435,9.69,22.49,74,GREEN,GREEN,RED,GREEN,GREEN,86,191,222,117,20.6501352,-105.2206065,24352JALPVA0834,HPTV0014,JALPVA0834,-78,-7,26,106,GREEN,GREEN,GREEN
89,20171107,Pacific_Nayarit_20171107_083558,3.53683E+14,2435,11.01,14.98,89,GREEN,GREEN,RED,GREEN,GREEN,86,190,219,121,21.5210521,-104.9215655,24353NAYTPI1283,NAY5022,NAYTPI1283,-70,-10,24,18,GREEN,GREEN,GREEN
90,20171107,Pacific_Aguascalientes_20171107_083406,3.58318E+14,2435,12.59,16.38,49.8,GREEN,GREEN,GREEN,GREEN,GREEN,84,186,211,118,21.9107092,-102.2920982,24351AGUAGU0011,AGS6012,AGUAGU0011,-68,-7,20,159,GREEN,GREEN,GREEN
91,20171107,DF_HWBatch7NEXIUS_20171107_082718,3.533E+14,2250,42.25,27.22,108,GREEN,RED,RED,GREEN,GREEN,84,187,213,100,18.9603147,-99.5931572,22503LTEN8010,TOL9001,LTEN8010,-89,-7,24,403,GREEN,YELLOW,GREEN
92,20171107,DF_HWBatch7NEXIUS_20171107_082718,3.53682E+14,2250,27.29,15.45,99.7,GREEN,RED,RED,GREEN,GREEN,83,186,209,103,18.960628,-99.5931911,22503LTEN8010,TOL9001,LTEN8010,-93,-7,22,403,GREEN,YELLOW,GREEN
93,20171107,Gulf_VeracruzdeIgnaciodelaLlave_20171107_082557,3.51881E+14,2435,7.45,22.03,65.5,YELLOW,GREEN,RED,GREEN,GREEN,86,189,213,100,18.1343763,-94.4232037,24351VERCTZ0526,VER7179,VERCTZ0526,-78,-8,21,60,GREEN,GREEN,GREEN
94,20171107,Peninsula_QuintanaRoo_20171107_082449,3.51881E+14,2435,7.27,8.77,79.3,YELLOW,YELLOW,RED,GREEN,GREEN,84,188,208,97,20.2139955,-87.4532197,24352ROOSOL0806,HPDC0022,ROOSOL0806,-69,-7,22,52,GREEN,GREEN,GREEN
95,20171107,Pacific_Jalisco_20171107_082108,3.533E+14,2435,12.57,19.82,87.3,GREEN,GREEN,RED,GREEN,GREEN,88,191,215,106,20.6516986,-105.2201936,24353JALPVA0834,HPTV0014,JALPVA0834,-79,-8,19,107,YELLOW,GREEN,GREEN
